date,zone,vehicle,timing,availability
2020-04-09,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-09,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-09,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-09,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-10,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-10,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-10,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-10,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-10,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-10,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-10,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-10,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-11,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-11,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-11,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-11,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-11,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-11,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-11,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-11,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-12,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-12,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-12,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-12,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-12,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-12,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-12,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-12,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-13,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-13,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-13,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-13,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-13,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-13,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-13,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-13,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-14,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-14,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-14,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-14,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-14,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-14,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-14,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-14,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-15,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-15,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-15,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-15,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-15,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-15,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-15,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-15,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-16,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-16,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-16,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-16,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-16,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-16,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-16,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-16,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-17,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-17,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-17,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-17,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-17,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-17,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-17,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-17,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-18,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-18,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-18,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-18,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-18,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-18,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-18,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-18,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-19,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-19,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-19,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-19,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-19,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-19,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-19,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-19,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-20,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-20,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-20,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-20,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-20,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-20,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-20,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-20,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-21,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-21,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-21,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-21,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-21,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-21,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-21,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-21,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-22,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-22,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-22,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-22,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-22,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-22,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-22,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-22,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-23,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-23,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-23,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-23,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-23,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-23,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-23,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-23,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-24,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-24,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-24,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-24,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-24,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-24,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-24,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-24,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-25,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-25,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-25,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-25,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-25,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-25,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-25,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-25,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-26,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-26,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-26,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-26,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-26,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-26,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-26,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-26,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-27,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-27,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-27,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-27,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-27,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-27,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-27,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-27,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-28,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-28,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-28,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-28,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-28,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-28,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-28,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-28,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-29,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-29,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-29,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-29,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-29,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-29,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-29,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-29,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-30,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-30,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-30,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-30,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-30,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-30,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-30,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-30,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-01,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-01,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-01,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-01,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-01,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-01,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-01,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-01,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-02,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-02,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-02,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-02,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-02,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-02,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-02,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-02,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-03,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-03,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-03,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-03,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-03,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-03,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-03,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-03,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-04,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-04,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-04,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-04,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-04,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-04,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-04,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-04,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-05,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-05,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-05,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-05,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-05,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-05,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-05,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-05,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-06,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-06,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-06,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-06,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-06,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-06,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-06,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-06,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-07,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-07,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-07,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-07,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-07,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-07,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-07,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-07,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-08,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-08,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-08,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-08,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-08,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-08,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-08,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-08,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-09,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-09,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-09,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-09,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-09,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-09,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-09,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-09,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-10,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-10,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-10,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-10,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-10,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-10,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-10,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-10,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-11,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-11,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-11,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-11,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-11,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-11,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-11,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-11,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-12,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-12,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-12,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-12,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-12,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-12,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-12,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-12,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-13,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-13,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-13,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-13,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-13,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-13,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-13,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-13,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-14,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-14,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-14,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-14,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-14,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-14,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-14,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-14,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-15,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-15,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-15,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-15,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-15,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-15,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-15,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-15,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-16,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-16,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-16,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-16,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-16,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-16,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-16,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-16,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-17,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-17,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-17,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-17,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-17,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-17,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-17,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-17,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-18,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-18,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-18,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-18,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-18,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-18,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-18,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-18,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-19,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-19,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-19,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-19,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-19,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-19,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-19,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-19,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-20,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-20,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-20,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-20,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-20,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-20,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-20,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-20,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-21,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-21,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-21,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-21,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-21,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-21,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-21,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-21,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-22,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-22,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-22,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-22,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-22,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-22,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-22,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-22,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-23,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-23,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-23,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-23,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-23,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-23,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-23,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-23,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-24,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-24,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-24,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-24,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-24,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-24,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-24,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-24,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-25,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-25,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-25,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-25,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-25,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-25,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-25,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-25,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-26,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-26,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-26,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-26,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-26,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-26,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-26,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-26,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-27,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-27,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-27,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-27,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-27,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-27,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-27,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-27,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-28,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-28,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-28,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-28,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-28,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-28,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-28,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-28,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-29,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-29,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-29,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-29,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-29,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-29,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-29,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-29,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-30,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-30,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-30,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-30,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-30,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-30,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-30,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-30,Zone 6/7/8/9/10,Canter,Evening,20
2020-05-31,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-05-31,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-05-31,Zone 1/2/3/4/5,Canter,Morning,20
2020-05-31,Zone 1/2/3/4/5,Canter,Evening,20
2020-05-31,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-05-31,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-05-31,Zone 6/7/8/9/10,Canter,Morning,20
2020-05-31,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-01,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-01,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-01,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-01,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-01,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-01,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-01,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-01,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-02,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-02,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-02,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-02,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-02,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-02,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-02,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-02,Zone 6/7/8/9/10,Canter,Evening,20
