date,zone,vehicle,timing,availability
2021-02-13,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-14,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-14,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-14,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-14,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-14,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-14,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-14,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-14,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-15,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-15,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-15,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-15,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-15,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-15,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-15,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-15,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-16,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-16,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-16,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-16,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-16,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-16,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-16,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-16,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-17,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-17,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-17,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-17,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-17,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-17,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-17,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-17,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-18,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-18,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-18,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-18,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-18,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-18,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-18,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-18,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-19,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-19,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-19,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-19,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-19,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-19,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-19,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-19,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-20,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-20,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-20,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-20,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-20,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-20,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-20,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-20,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-21,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-21,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-21,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-21,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-21,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-21,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-21,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-21,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-22,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-22,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-22,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-22,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-22,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-22,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-22,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-22,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-23,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-23,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-23,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-23,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-23,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-23,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-23,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-23,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-24,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-24,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-24,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-24,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-24,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-24,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-24,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-24,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-25,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-25,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-25,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-25,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-25,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-25,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-25,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-25,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-26,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-26,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-26,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-26,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-26,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-26,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-26,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-26,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-27,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-27,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-27,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-27,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-27,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-27,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-27,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-27,Zone 6/7/8/9/10,Canter,Evening,20
2021-02-28,Zone 1/2/3/4/5,Gypsy,Morning,20
2021-02-28,Zone 1/2/3/4/5,Gypsy,Evening,20
2021-02-28,Zone 1/2/3/4/5,Canter,Morning,20
2021-02-28,Zone 1/2/3/4/5,Canter,Evening,20
2021-02-28,Zone 6/7/8/9/10,Gypsy,Morning,20
2021-02-28,Zone 6/7/8/9/10,Gypsy,Evening,20
2021-02-28,Zone 6/7/8/9/10,Canter,Morning,20
2021-02-28,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-01,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-01,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-01,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-01,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-01,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-01,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-01,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-01,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-02,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-02,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-02,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-02,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-02,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-02,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-02,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-02,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-03,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-03,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-03,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-03,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-03,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-03,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-03,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-03,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-04,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-04,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-04,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-04,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-04,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-04,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-04,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-04,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-05,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-05,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-05,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-05,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-05,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-05,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-05,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-05,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-06,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-06,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-06,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-06,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-06,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-06,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-06,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-06,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-07,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-07,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-07,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-07,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-07,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-07,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-07,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-07,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-08,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-08,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-08,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-08,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-08,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-08,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-08,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-08,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-09,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-09,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-09,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-09,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-09,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-09,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-09,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-09,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-10,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-10,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-10,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-10,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-10,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-10,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-10,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-10,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-11,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-11,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-11,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-11,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-11,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-11,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-11,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-11,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-12,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-12,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-12,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-12,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-12,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-12,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-12,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-12,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-13,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-13,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-13,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-13,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-13,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-13,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-13,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-13,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-14,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-14,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-14,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-14,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-14,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-14,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-14,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-14,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-15,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-15,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-15,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-15,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-15,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-15,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-15,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-15,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-16,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-16,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-16,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-16,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-16,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-16,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-16,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-16,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-17,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-17,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-17,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-17,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-17,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-17,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-17,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-17,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-18,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-18,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-18,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-18,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-18,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-18,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-18,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-18,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-19,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-19,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-19,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-19,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-19,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-19,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-19,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-19,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-20,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-20,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-20,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-20,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-20,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-20,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-20,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-20,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-21,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-21,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-21,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-21,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-21,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-21,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-21,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-21,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-22,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-22,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-22,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-22,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-22,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-22,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-22,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-22,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-23,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-23,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-23,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-23,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-23,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-23,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-23,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-23,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-24,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-24,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-24,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-24,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-24,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-24,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-24,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-24,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-25,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-25,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-25,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-25,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-25,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-25,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-25,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-25,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-26,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-26,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-26,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-26,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-26,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-26,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-26,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-26,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-27,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-27,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-27,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-27,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-27,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-27,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-27,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-27,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-28,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-28,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-28,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-28,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-28,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-28,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-28,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-28,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-29,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-29,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-29,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-29,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-29,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-29,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-29,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-29,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-30,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-30,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-30,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-30,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-30,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-30,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-30,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-30,Zone 6/7/8/9/10,Canter,Evening,20
2020-03-31,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-03-31,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-03-31,Zone 1/2/3/4/5,Canter,Morning,20
2020-03-31,Zone 1/2/3/4/5,Canter,Evening,20
2020-03-31,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-03-31,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-03-31,Zone 6/7/8/9/10,Canter,Morning,20
2020-03-31,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-01,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-01,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-01,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-01,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-01,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-01,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-01,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-01,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-02,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-02,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-02,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-02,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-02,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-02,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-02,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-02,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-03,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-03,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-03,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-03,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-03,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-03,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-03,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-03,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-04,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-04,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-04,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-04,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-04,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-04,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-04,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-04,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-05,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-05,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-05,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-05,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-05,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-05,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-05,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-05,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-06,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-06,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-06,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-06,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-06,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-06,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-06,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-06,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-07,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-07,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-07,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-07,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-07,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-07,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-07,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-07,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-08,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-08,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-08,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-08,Zone 1/2/3/4/5,Canter,Evening,20
2020-04-08,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-04-08,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-04-08,Zone 6/7/8/9/10,Canter,Morning,20
2020-04-08,Zone 6/7/8/9/10,Canter,Evening,20
2020-04-09,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-04-09,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-04-09,Zone 1/2/3/4/5,Canter,Morning,20
2020-04-09,Zone 1/2/3/4/5,Canter,Evening,20
